customer_id,customer_name,email,signup_date,segment,city,state,country
CUST00036,Customer_36,customer36@example.com,2022-11-28,Consumer,Ahmedabad,Karnataka,India
CUST00037,Customer_37,customer37@example.com,2022-07-24,Home Office,Bangalore,Delhi,India
CUST00038,Customer_38,customer38@example.com,2021-11-15,Consumer,Hyderabad,Delhi,India
CUST00039,Customer_39,customer39@example.com,2022-03-17,Corporate,Ahmedabad,Tamil Nadu,India
CUST00040,Customer_40,customer40@example.com,2022-11-21,Corporate,Hyderabad,Gujarat,India
CUST00041,Customer_41,customer41@example.com,2021-07-29,Home Office,Kolkata,Tamil Nadu,India
CUST00042,Customer_42,customer42@example.com,2021-07-09,Home Office,Delhi,Telangana,India
CUST00043,Customer_43,customer43@example.com,2023-02-18,Consumer,Delhi,Gujarat,India
CUST00044,Customer_44,customer44@example.com,2021-07-18,Corporate,Bangalore,Maharashtra,India
CUST00045,Customer_45,customer45@example.com,2023-01-06,Corporate,Nagpur,Maharashtra,India
CUST00046,Customer_46,customer46@example.com,2022-12-06,Consumer,Jaipur,Delhi,India
CUST00047,Customer_47,customer47@example.com,2024-05-21,Home Office,Nagpur,Karnataka,India
CUST00048,Customer_48,customer48@example.com,2022-06-26,Home Office,Jaipur,Rajasthan,India
CUST00049,Customer_49,customer49@example.com,2021-03-30,Home Office,Bangalore,West Bengal,India
CUST00050,Customer_50,customer50@example.com,2023-07-30,Home Office,Mumbai,Karnataka,India
CUST00051,Customer_51,customer51@example.com,2024-01-04,Home Office,Chennai,Karnataka,India
CUST00052,Customer_52,customer52@example.com,2021-09-13,Home Office,Ahmedabad,Telangana,India
CUST00053,Customer_53,customer53@example.com,2023-02-15,Home Office,Mumbai,Gujarat,India
CUST00054,Customer_54,customer54@example.com,2021-06-11,Home Office,Bangalore,Rajasthan,India
CUST00055,Customer_55,customer55@example.com,2024-02-05,Consumer,Pune,Gujarat,India
CUST00056,Customer_56,customer56@example.com,2022-08-24,Corporate,Delhi,Karnataka,India
CUST00057,Customer_57,customer57@example.com,2024-07-11,Corporate,Pune,Karnataka,India
CUST00058,Customer_58,customer58@example.com,2024-06-20,Corporate,Nagpur,Tamil Nadu,India
CUST00059,Customer_59,customer59@example.com,2023-01-11,Home Office,Jaipur,West Bengal,India
CUST00060,Customer_60,customer60@example.com,2024-03-28,Home Office,Mumbai,Rajasthan,India
CUST00061,Customer_61,customer61@example.com,2022-01-29,Home Office,Hyderabad,Rajasthan,India
CUST00062,Customer_62,customer62@example.com,2024-12-13,Home Office,Pune,Delhi,India
CUST00063,Customer_63,customer63@example.com,2021-05-23,Consumer,Jaipur,Karnataka,India
CUST00064,Customer_64,customer64@example.com,2021-04-04,Home Office,Hyderabad,Karnataka,India
CUST00065,Customer_65,customer65@example.com,2024-09-16,Corporate,Kolkata,Telangana,India
CUST00066,Customer_66,customer66@example.com,2022-04-12,Home Office,Delhi,Rajasthan,India
CUST00067,Customer_67,customer67@example.com,2022-08-16,Home Office,Hyderabad,Rajasthan,India
CUST00068,Customer_68,customer68@example.com,2021-06-13,Consumer,Delhi,Maharashtra,India
CUST00069,Customer_69,customer69@example.com,2022-04-22,Consumer,Chennai,Tamil Nadu,India
CUST00070,Customer_70,customer70@example.com,2021-07-26,Corporate,Hyderabad,Gujarat,India
CUST00071,Customer_71,customer71@example.com,2023-02-18,Home Office,Delhi,Delhi,India
CUST00072,Customer_72,customer72@example.com,2022-07-24,Home Office,Bangalore,West Bengal,India
CUST00073,Customer_73,customer73@example.com,2023-07-18,Consumer,Chennai,Maharashtra,India
CUST00074,Customer_74,customer74@example.com,2024-07-25,Corporate,Hyderabad,West Bengal,India
CUST00075,Customer_75,customer75@example.com,2023-01-18,Corporate,Delhi,Delhi,India
CUST00076,Customer_76,customer76@example.com,2021-11-30,Consumer,Jaipur,Telangana,India
CUST00077,Customer_77,customer77@example.com,2023-01-29,Consumer,Pune,Gujarat,India
CUST00078,Customer_78,customer78@example.com,2022-12-29,Home Office,Bangalore,Tamil Nadu,India
CUST00079,Customer_79,customer79@example.com,2022-03-06,Corporate,Pune,West Bengal,India
CUST00080,Customer_80,customer80@example.com,2024-10-04,Corporate,Nagpur,Gujarat,India
CUST00081,Customer_81,customer81@example.com,2022-07-01,Consumer,Mumbai,Rajasthan,India
CUST00082,Customer_82,customer82@example.com,2024-12-08,Consumer,Nagpur,Gujarat,India
CUST00083,Customer_83,customer83@example.com,2024-10-31,Consumer,Delhi,West Bengal,India
CUST00084,Customer_84,customer84@example.com,2024-08-20,Corporate,Hyderabad,Maharashtra,India
CUST00085,Customer_85,customer85@example.com,2021-05-27,Consumer,Jaipur,Tamil Nadu,India
CUST00086,Customer_86,customer86@example.com,2024-06-01,Corporate,Kolkata,West Bengal,India
CUST00087,Customer_87,customer87@example.com,2024-07-24,Consumer,Chennai,Rajasthan,India
CUST00088,Customer_88,customer88@example.com,2021-12-17,Corporate,Delhi,Gujarat,India
CUST00089,Customer_89,customer89@example.com,2023-12-30,Consumer,Bangalore,West Bengal,India
CUST00090,Customer_90,customer90@example.com,2022-05-17,Corporate,Mumbai,Telangana,India
CUST00091,Customer_91,customer91@example.com,2021-12-01,Home Office,Bangalore,Telangana,India
CUST00092,Customer_92,customer92@example.com,2023-08-05,Home Office,Nagpur,Maharashtra,India
CUST00093,Customer_93,customer93@example.com,2023-02-17,Corporate,Pune,Rajasthan,India
CUST00094,Customer_94,customer94@example.com,2022-07-07,Home Office,Pune,Karnataka,India
CUST00095,Customer_95,customer95@example.com,2024-08-03,Home Office,Pune,Telangana,India
CUST00096,Customer_96,customer96@example.com,2024-11-10,Home Office,Hyderabad,West Bengal,India
CUST00097,Customer_97,customer97@example.com,2024-02-15,Corporate,Delhi,Delhi,India
CUST00098,Customer_98,customer98@example.com,2022-03-26,Corporate,Jaipur,Maharashtra,India
CUST00099,Customer_99,customer99@example.com,2024-11-03,Home Office,Pune,Maharashtra,India
CUST00100,Customer_100,customer100@example.com,2022-10-27,Corporate,Kolkata,Karnataka,India
CUST00101,Customer_101,customer101@example.com,2021-04-25,Home Office,Jaipur,West Bengal,India
CUST00102,Customer_102,customer102@example.com,2022-04-15,Corporate,Ahmedabad,Delhi,India
CUST00103,Customer_103,customer103@example.com,2021-03-07,Corporate,Delhi,West Bengal,India
CUST00104,Customer_104,customer104@example.com,2022-10-09,Home Office,Delhi,West Bengal,India
CUST00105,Customer_105,customer105@example.com,2023-04-02,Corporate,Jaipur,Karnataka,India
CUST00106,Customer_106,customer106@example.com,2022-07-03,Home Office,Delhi,Maharashtra,India
CUST00107,Customer_107,customer107@example.com,2021-05-16,Corporate,Bangalore,Delhi,India
CUST00108,Customer_108,customer108@example.com,2022-03-09,Consumer,Mumbai,West Bengal,India
CUST00109,Customer_109,customer109@example.com,2024-03-07,Consumer,Ahmedabad,Tamil Nadu,India
CUST00110,Customer_110,customer110@example.com,2022-10-07,Home Office,Delhi,Tamil Nadu,India
CUST00111,Customer_111,customer111@example.com,2022-03-12,Consumer,Hyderabad,Tamil Nadu,India
CUST00112,Customer_112,customer112@example.com,2024-09-04,Corporate,Jaipur,Rajasthan,India
CUST00113,Customer_113,customer113@example.com,2023-10-20,Home Office,Mumbai,West Bengal,India
CUST00114,Customer_114,customer114@example.com,2023-03-22,Corporate,Jaipur,Gujarat,India
CUST00115,Customer_115,customer115@example.com,2024-08-09,Consumer,Jaipur,Tamil Nadu,India
CUST00116,Customer_116,customer116@example.com,2023-07-29,Home Office,Mumbai,Rajasthan,India
CUST00117,Customer_117,customer117@example.com,2021-10-20,Home Office,Chennai,West Bengal,India
CUST00118,Customer_118,customer118@example.com,2022-06-27,Home Office,Delhi,Tamil Nadu,India
CUST00119,Customer_119,customer119@example.com,2021-10-13,Consumer,Delhi,Tamil Nadu,India
CUST00120,Customer_120,customer120@example.com,2022-05-21,Home Office,Mumbai,Tamil Nadu,India
CUST00121,Customer_121,customer121@example.com,2024-02-24,Consumer,Kolkata,Rajasthan,India
CUST00122,Customer_122,customer122@example.com,2024-01-09,Corporate,Delhi,Tamil Nadu,India
CUST00123,Customer_123,customer123@example.com,2022-06-23,Corporate,Delhi,Delhi,India
CUST00124,Customer_124,customer124@example.com,2024-04-12,Consumer,Bangalore,Karnataka,India
CUST00125,Customer_125,customer125@example.com,2023-05-28,Home Office,Nagpur,Gujarat,India
CUST00126,Customer_126,customer126@example.com,2024-04-10,Consumer,Ahmedabad,Rajasthan,India
CUST00127,Customer_127,customer127@example.com,2023-03-29,Home Office,Nagpur,West Bengal,India
CUST00128,Customer_128,customer128@example.com,2023-01-12,Corporate,Hyderabad,Gujarat,India
CUST00129,Customer_129,customer129@example.com,2022-03-26,Consumer,Kolkata,Maharashtra,India
CUST00130,Customer_130,customer130@example.com,2021-10-11,Home Office,Bangalore,Maharashtra,India
CUST00131,Customer_131,customer131@example.com,2023-11-10,Corporate,Kolkata,Maharashtra,India
CUST00132,Customer_132,customer132@example.com,2023-10-08,Consumer,Delhi,West Bengal,India
CUST00133,Customer_133,customer133@example.com,2021-07-06,Consumer,Pune,Rajasthan,India
CUST00134,Customer_134,customer134@example.com,2021-04-07,Corporate,Bangalore,Tamil Nadu,India
CUST00135,Customer_135,customer135@example.com,2021-08-13,Home Office,Delhi,West Bengal,India
CUST00136,Customer_136,customer136@example.com,2021-11-10,Corporate,Nagpur,Karnataka,India
CUST00137,Customer_137,customer137@example.com,2024-07-09,Consumer,Mumbai,Gujarat,India
CUST00138,Customer_138,customer138@example.com,2021-11-24,Home Office,Pune,Maharashtra,India
CUST00139,Customer_139,customer139@example.com,2024-10-25,Consumer,Chennai,Tamil Nadu,India
CUST00140,Customer_140,customer140@example.com,2023-05-15,Consumer,Delhi,Delhi,India
CUST00141,Customer_141,customer141@example.com,2024-05-06,Corporate,Mumbai,West Bengal,India
CUST00142,Customer_142,customer142@example.com,2021-05-11,Corporate,Hyderabad,West Bengal,India
CUST00143,Customer_143,customer143@example.com,2023-02-28,Corporate,Kolkata,Tamil Nadu,India
CUST00144,Customer_144,customer144@example.com,2023-02-21,Corporate,Jaipur,Gujarat,India
CUST00145,Customer_145,customer145@example.com,2024-05-05,Corporate,Kolkata,Tamil Nadu,India
CUST00146,Customer_146,customer146@example.com,2023-08-17,Corporate,Chennai,Delhi,India
CUST00147,Customer_147,customer147@example.com,2023-12-20,Consumer,Jaipur,Karnataka,India
CUST00148,Customer_148,customer148@example.com,2022-05-30,Consumer,Jaipur,Karnataka,India
CUST00149,Customer_149,customer149@example.com,2024-02-08,Consumer,Chennai,Gujarat,India
CUST00150,Customer_150,customer150@example.com,2021-01-24,Home Office,Jaipur,Gujarat,India
CUST00151,Customer_151,customer151@example.com,2024-10-25,Corporate,Kolkata,Gujarat,India
CUST00152,Customer_152,customer152@example.com,2021-08-23,Consumer,Jaipur,Delhi,India
CUST00153,Customer_153,customer153@example.com,2024-10-28,Corporate,Ahmedabad,Rajasthan,India
CUST00154,Customer_154,customer154@example.com,2024-01-05,Corporate,Nagpur,Gujarat,India
CUST00155,Customer_155,customer155@example.com,2022-07-01,Consumer,Nagpur,Maharashtra,India
CUST00156,Customer_156,customer156@example.com,2024-08-05,Consumer,Chennai,Karnataka,India
CUST00157,Customer_157,customer157@example.com,2022-11-28,Home Office,Hyderabad,Telangana,India
CUST00158,Customer_158,customer158@example.com,2021-08-17,Corporate,Jaipur,Telangana,India
CUST00159,Customer_159,customer159@example.com,2022-08-25,Consumer,Chennai,West Bengal,India
CUST00160,Customer_160,customer160@example.com,2023-06-10,Consumer,Delhi,West Bengal,India
CUST00161,Customer_161,customer161@example.com,2021-11-20,Home Office,Jaipur,Maharashtra,India
CUST00162,Customer_162,customer162@example.com,2023-07-19,Corporate,Kolkata,Telangana,India
CUST00163,Customer_163,customer163@example.com,2021-01-07,Consumer,Delhi,Tamil Nadu,India
CUST00164,Customer_164,customer164@example.com,2022-06-24,Consumer,Mumbai,Rajasthan,India
CUST00165,Customer_165,customer165@example.com,2023-10-23,Corporate,Bangalore,Maharashtra,India
CUST00166,Customer_166,customer166@example.com,2022-01-01,Corporate,Pune,Delhi,India
CUST00167,Customer_167,customer167@example.com,2023-11-06,Home Office,Nagpur,Rajasthan,India
CUST00168,Customer_168,customer168@example.com,2021-08-06,Corporate,Ahmedabad,Maharashtra,India
CUST00169,Customer_169,customer169@example.com,2024-07-04,Home Office,Hyderabad,Telangana,India
CUST00170,Customer_170,customer170@example.com,2022-09-04,Corporate,Pune,West Bengal,India
CUST00171,Customer_171,customer171@example.com,2024-08-01,Corporate,Nagpur,Telangana,India
CUST00172,Customer_172,customer172@example.com,2023-11-06,Corporate,Chennai,Maharashtra,India
CUST00173,Customer_173,customer173@example.com,2024-06-01,Corporate,Chennai,Gujarat,India
CUST00174,Customer_174,customer174@example.com,2022-02-12,Home Office,Chennai,Gujarat,India
CUST00175,Customer_175,customer175@example.com,2021-11-10,Home Office,Hyderabad,Karnataka,India
CUST00176,Customer_176,customer176@example.com,2023-02-05,Consumer,Ahmedabad,Telangana,India
CUST00177,Customer_177,customer177@example.com,2021-11-27,Consumer,Mumbai,West Bengal,India
CUST00178,Customer_178,customer178@example.com,2024-01-10,Home Office,Ahmedabad,Maharashtra,India
CUST00179,Customer_179,customer179@example.com,2023-12-23,Home Office,Kolkata,Karnataka,India
CUST00180,Customer_180,customer180@example.com,2021-01-02,Corporate,Bangalore,Maharashtra,India
CUST00181,Customer_181,customer181@example.com,2024-05-11,Corporate,Mumbai,Tamil Nadu,India
CUST00182,Customer_182,customer182@example.com,2022-10-26,Home Office,Bangalore,Maharashtra,India
CUST00183,Customer_183,customer183@example.com,2023-09-28,Corporate,Chennai,Telangana,India
CUST00184,Customer_184,customer184@example.com,2021-02-09,Consumer,Delhi,Maharashtra,India
CUST00185,Customer_185,customer185@example.com,2021-08-18,Home Office,Kolkata,Gujarat,India
CUST00186,Customer_186,customer186@example.com,2023-01-14,Corporate,Nagpur,Delhi,India
CUST00187,Customer_187,customer187@example.com,2022-09-22,Consumer,Delhi,Telangana,India
CUST00188,Customer_188,customer188@example.com,2022-05-06,Home Office,Hyderabad,Gujarat,India
CUST00189,Customer_189,customer189@example.com,2021-04-29,Home Office,Chennai,Maharashtra,India
CUST00190,Customer_190,customer190@example.com,2022-05-09,Home Office,Bangalore,West Bengal,India
CUST00191,Customer_191,customer191@example.com,2024-03-07,Corporate,Delhi,Delhi,India
CUST00192,Customer_192,customer192@example.com,2021-06-11,Corporate,Mumbai,Rajasthan,India
CUST00193,Customer_193,customer193@example.com,2021-06-25,Consumer,Bangalore,Rajasthan,India
CUST00194,Customer_194,customer194@example.com,2023-09-23,Corporate,Kolkata,Rajasthan,India
CUST00195,Customer_195,customer195@example.com,2021-05-22,Corporate,Hyderabad,Karnataka,India
CUST00196,Customer_196,customer196@example.com,2023-12-27,Home Office,Kolkata,Gujarat,India
CUST00197,Customer_197,customer197@example.com,2021-09-15,Consumer,Chennai,Tamil Nadu,India
CUST00198,Customer_198,customer198@example.com,2021-09-20,Home Office,Kolkata,Karnataka,India
CUST00199,Customer_199,customer199@example.com,2024-09-13,Corporate,Kolkata,Gujarat,India
CUST00200,Customer_200,customer200@example.com,2023-09-01,Home Office,Ahmedabad,Delhi,India
CUST00201,Customer_201,customer201@example.com,2024-01-31,Corporate,Bangalore,Telangana,India
CUST00202,Customer_202,customer202@example.com,2021-12-05,Home Office,Kolkata,Tamil Nadu,India
CUST00203,Customer_203,customer203@example.com,2022-06-27,Consumer,Delhi,West Bengal,India
CUST00204,Customer_204,customer204@example.com,2023-12-17,Consumer,Chennai,Gujarat,India
CUST00205,Customer_205,customer205@example.com,2024-05-27,Home Office,Mumbai,Maharashtra,India
CUST00206,Customer_206,customer206@example.com,2023-05-17,Consumer,Bangalore,Gujarat,India
CUST00207,Customer_207,customer207@example.com,2022-03-10,Home Office,Delhi,Tamil Nadu,India
CUST00208,Customer_208,customer208@example.com,2024-01-10,Home Office,Pune,Maharashtra,India
CUST00209,Customer_209,customer209@example.com,2024-11-13,Home Office,Hyderabad,Rajasthan,India
CUST00210,Customer_210,customer210@example.com,2022-02-16,Corporate,Ahmedabad,Telangana,India
CUST00211,Customer_211,customer211@example.com,2024-12-31,Home Office,Mumbai,Tamil Nadu,India
CUST00212,Customer_212,customer212@example.com,2022-10-01,Home Office,Ahmedabad,West Bengal,India
CUST00213,Customer_213,customer213@example.com,2023-03-29,Consumer,Kolkata,Rajasthan,India
CUST00214,Customer_214,customer214@example.com,2024-10-07,Home Office,Chennai,Gujarat,India
CUST00215,Customer_215,customer215@example.com,2024-08-23,Home Office,Chennai,Maharashtra,India
CUST00216,Customer_216,customer216@example.com,2023-02-04,Consumer,Pune,Tamil Nadu,India
CUST00217,Customer_217,customer217@example.com,2023-06-17,Consumer,Nagpur,Rajasthan,India
CUST00218,Customer_218,customer218@example.com,2023-11-26,Home Office,Hyderabad,Telangana,India
CUST00219,Customer_219,customer219@example.com,2023-07-14,Home Office,Ahmedabad,Gujarat,India
CUST00220,Customer_220,customer220@example.com,2021-09-05,Home Office,Jaipur,Maharashtra,India
CUST00221,Customer_221,customer221@example.com,2022-05-23,Consumer,Jaipur,Tamil Nadu,India
CUST00222,Customer_222,customer222@example.com,2022-04-06,Home Office,Kolkata,Maharashtra,India
CUST00223,Customer_223,customer223@example.com,2021-05-12,Home Office,Mumbai,Karnataka,India
CUST00224,Customer_224,customer224@example.com,2022-11-24,Consumer,Kolkata,West Bengal,India
CUST00225,Customer_225,customer225@example.com,2021-02-13,Corporate,Pune,Maharashtra,India
CUST00226,Customer_226,customer226@example.com,2024-04-19,Home Office,Ahmedabad,Karnataka,India
CUST00227,Customer_227,customer227@example.com,2024-02-09,Consumer,Ahmedabad,Gujarat,India
CUST00228,Customer_228,customer228@example.com,2022-04-17,Consumer,Bangalore,Gujarat,India
CUST00229,Customer_229,customer229@example.com,2024-04-20,Home Office,Hyderabad,Karnataka,India
CUST00230,Customer_230,customer230@example.com,2022-03-28,Home Office,Jaipur,Maharashtra,India
CUST00231,Customer_231,customer231@example.com,2021-01-15,Consumer,Delhi,Telangana,India
CUST00232,Customer_232,customer232@example.com,2021-05-26,Consumer,Mumbai,Delhi,India
CUST00233,Customer_233,customer233@example.com,2024-12-20,Corporate,Pune,Tamil Nadu,India
CUST00234,Customer_234,customer234@example.com,2024-07-16,Consumer,Delhi,Karnataka,India
CUST00235,Customer_235,customer235@example.com,2021-05-01,Consumer,Jaipur,Tamil Nadu,India
CUST00236,Customer_236,customer236@example.com,2022-04-14,Home Office,Hyderabad,Gujarat,India
CUST00237,Customer_237,customer237@example.com,2021-05-19,Home Office,Mumbai,Maharashtra,India
CUST00238,Customer_238,customer238@example.com,2021-03-06,Corporate,Mumbai,Rajasthan,India
CUST00239,Customer_239,customer239@example.com,2022-11-08,Consumer,Jaipur,Telangana,India
CUST00240,Customer_240,customer240@example.com,2021-05-26,Home Office,Bangalore,Gujarat,India
CUST00241,Customer_241,customer241@example.com,2023-11-19,Home Office,Jaipur,Karnataka,India
CUST00242,Customer_242,customer242@example.com,2022-05-03,Corporate,Ahmedabad,Maharashtra,India
CUST00243,Customer_243,customer243@example.com,2022-07-25,Corporate,Mumbai,Telangana,India
CUST00244,Customer_244,customer244@example.com,2024-10-02,Home Office,Kolkata,Delhi,India
CUST00245,Customer_245,customer245@example.com,2023-09-22,Consumer,Chennai,Rajasthan,India
CUST00246,Customer_246,customer246@example.com,2022-03-15,Corporate,Ahmedabad,Rajasthan,India
CUST00247,Customer_247,customer247@example.com,2024-01-10,Consumer,Nagpur,Rajasthan,India
CUST00248,Customer_248,customer248@example.com,2021-09-28,Corporate,Kolkata,Gujarat,India
CUST00249,Customer_249,customer249@example.com,2024-03-15,Corporate,Ahmedabad,West Bengal,India
CUST00250,Customer_250,customer250@example.com,2024-03-26,Consumer,Nagpur,Rajasthan,India
CUST00251,Customer_251,customer251@example.com,2023-08-27,Corporate,Ahmedabad,Tamil Nadu,India
CUST00252,Customer_252,customer252@example.com,2022-05-13,Consumer,Hyderabad,Tamil Nadu,India
CUST00253,Customer_253,customer253@example.com,2023-08-27,Home Office,Ahmedabad,Delhi,India
CUST00254,Customer_254,customer254@example.com,2023-04-14,Corporate,Mumbai,Gujarat,India
CUST00255,Customer_255,customer255@example.com,2022-01-25,Corporate,Jaipur,Delhi,India
CUST00256,Customer_256,customer256@example.com,2021-07-13,Corporate,Nagpur,West Bengal,India
CUST00257,Customer_257,customer257@example.com,2021-07-18,Consumer,Pune,Gujarat,India
CUST00258,Customer_258,customer258@example.com,2024-09-11,Consumer,Kolkata,Karnataka,India
CUST00259,Customer_259,customer259@example.com,2023-06-02,Consumer,Kolkata,Telangana,India
CUST00260,Customer_260,customer260@example.com,2022-12-27,Home Office,Chennai,Maharashtra,India
CUST00261,Customer_261,customer261@example.com,2023-05-18,Consumer,Jaipur,Karnataka,India
CUST00262,Customer_262,customer262@example.com,2023-04-22,Corporate,Mumbai,Tamil Nadu,India
CUST00263,Customer_263,customer263@example.com,2023-08-15,Consumer,Jaipur,West Bengal,India
CUST00264,Customer_264,customer264@example.com,2021-04-21,Consumer,Nagpur,Gujarat,India
CUST00265,Customer_265,customer265@example.com,2024-10-11,Corporate,Jaipur,Delhi,India
CUST00266,Customer_266,customer266@example.com,2024-08-31,Consumer,Pune,West Bengal,India
CUST00267,Customer_267,customer267@example.com,2024-08-16,Consumer,Delhi,Karnataka,India
CUST00268,Customer_268,customer268@example.com,2021-07-21,Corporate,Chennai,Telangana,India
CUST00269,Customer_269,customer269@example.com,2021-05-05,Corporate,Ahmedabad,Telangana,India
CUST00270,Customer_270,customer270@example.com,2023-04-05,Home Office,Kolkata,Karnataka,India
CUST00271,Customer_271,customer271@example.com,2022-11-26,Consumer,Hyderabad,West Bengal,India
CUST00272,Customer_272,customer272@example.com,2021-08-12,Consumer,Delhi,Maharashtra,India
CUST00273,Customer_273,customer273@example.com,2022-05-25,Home Office,Delhi,Tamil Nadu,India
CUST00274,Customer_274,customer274@example.com,2022-01-28,Corporate,Bangalore,West Bengal,India
CUST00275,Customer_275,customer275@example.com,2022-01-25,Consumer,Pune,Gujarat,India
CUST00276,Customer_276,customer276@example.com,2024-01-04,Consumer,Nagpur,Karnataka,India
CUST00277,Customer_277,customer277@example.com,2023-07-08,Home Office,Chennai,Rajasthan,India
CUST00278,Customer_278,customer278@example.com,2021-10-15,Consumer,Hyderabad,West Bengal,India
CUST00279,Customer_279,customer279@example.com,2023-05-15,Corporate,Chennai,Rajasthan,India
CUST00280,Customer_280,customer280@example.com,2022-01-11,Corporate,Bangalore,Gujarat,India
CUST00281,Customer_281,customer281@example.com,2022-07-25,Consumer,Mumbai,Telangana,India
CUST00282,Customer_282,customer282@example.com,2023-08-06,Corporate,Mumbai,Delhi,India
CUST00283,Customer_283,customer283@example.com,2022-05-27,Consumer,Hyderabad,Rajasthan,India
CUST00284,Customer_284,customer284@example.com,2021-06-04,Corporate,Mumbai,Telangana,India
CUST00285,Customer_285,customer285@example.com,2023-06-27,Corporate,Delhi,Maharashtra,India
CUST00286,Customer_286,customer286@example.com,2024-02-02,Corporate,Bangalore,West Bengal,India
CUST00287,Customer_287,customer287@example.com,2021-07-20,Corporate,Chennai,West Bengal,India
CUST00288,Customer_288,customer288@example.com,2021-04-14,Consumer,Nagpur,Karnataka,India
CUST00289,Customer_289,customer289@example.com,2024-08-28,Consumer,Bangalore,Telangana,India
CUST00290,Customer_290,customer290@example.com,2024-01-13,Consumer,Chennai,Delhi,India
CUST00291,Customer_291,customer291@example.com,2021-01-31,Consumer,Delhi,Tamil Nadu,India
CUST00292,Customer_292,customer292@example.com,2021-07-11,Home Office,Chennai,Delhi,India
CUST00293,Customer_293,customer293@example.com,2022-04-30,Home Office,Jaipur,Delhi,India
CUST00294,Customer_294,customer294@example.com,2021-12-07,Consumer,Nagpur,Rajasthan,India
CUST00295,Customer_295,customer295@example.com,2023-04-13,Corporate,Hyderabad,Karnataka,India
CUST00296,Customer_296,customer296@example.com,2023-09-22,Home Office,Bangalore,Gujarat,India
CUST00297,Customer_297,customer297@example.com,2023-09-13,Home Office,Mumbai,Karnataka,India
CUST00298,Customer_298,customer298@example.com,2022-03-14,Corporate,Pune,West Bengal,India
CUST00299,Customer_299,customer299@example.com,2023-04-02,Consumer,Delhi,Tamil Nadu,India
CUST00300,Customer_300,customer300@example.com,2021-05-01,Corporate,Mumbai,Tamil Nadu,India
CUST00301,Customer_301,customer301@example.com,2021-12-04,Consumer,Hyderabad,Gujarat,India
